service_id,date,exception_type
1.1.H2360,20221014,1
1.1.H2340,20221015,1
1.1.H2343,20221016,1
1.1.H2359,20221017,1
1.1.H2359,20221018,1
1.1.H2359,20221019,1
1.1.H2359,20221020,1
1.1.H2360,20221021,1
1.1.H2340,20221022,1
1.1.H2343,20221023,1
1.1.H2359,20221024,1
1.1.H2359,20221025,1
1.1.H2359,20221026,1
1.1.H2359,20221027,1
1.1.H2360,20221028,1
1.1.H2340,20221029,1
1.1.H2343,20221030,1
1.1.H2359,20221031,1
1.1.H2343,20221101,1
1.1.H2359,20221102,1
1.1.H2359,20221103,1
1.1.H2360,20221104,1
1.1.H2340,20221105,1
1.1.H2343,20221106,1
1.1.H2359,20221107,1
1.1.H2359,20221108,1
1.1.H2359,20221109,1
1.1.H2359,20221110,1
1.1.H2360,20221111,1
1.1.H2340,20221112,1
1.1.H2343,20221113,1
1.1.H2359,20221114,1
1.1.H2359,20221115,1
1.1.H2359,20221116,1
1.1.H2359,20221117,1
1.1.H2360,20221118,1
1.1.H2340,20221119,1
1.1.H2343,20221120,1
1.1.H2359,20221121,1
1.1.H2359,20221122,1
1.1.H2359,20221123,1
1.1.H2359,20221124,1
1.1.H2360,20221125,1
1.1.H2340,20221126,1
1.1.H2343,20221127,1
1.1.H2359,20221128,1
1.1.H2359,20221129,1
1.1.H2359,20221130,1
1.1.H2359,20221201,1
1.1.H2360,20221202,1
1.1.H2340,20221203,1
1.1.H2343,20221204,1
1.1.H2359,20221205,1
1.1.H2343,20221206,1
1.1.H2359,20221207,1
1.1.H2343,20221208,1
1.1.H2360,20221209,1
1.1.H2340,20221210,1
1.1.H2343,20221211,1
1.1.H2359,20221212,1
1.1.H2359,20221213,1
1.1.H2359,20221214,1
1.1.H2359,20221215,1
1.1.H2360,20221216,1
1.1.H2340,20221217,1
1.1.H2343,20221218,1
1.1.H2359,20221219,1
1.1.H2359,20221220,1
1.1.H2359,20221221,1
1.1.H2359,20221222,1
1.1.H2360,20221223,1
1.1.H2340,20221224,1
1.1.H2343,20221225,1
1.1.H2343,20221226,1
1.1.H2359,20221227,1
1.1.H2359,20221228,1
1.1.H2359,20221229,1
1.1.H2360,20221230,1
1.1.H2340,20221231,1
1.1.H2343,20230101,1
1.1.H2359,20230102,1
1.1.H2359,20230103,1
1.1.H2359,20230104,1
1.1.H2359,20230105,1
1.1.H2343,20230106,1
1.1.H2340,20230107,1
1.1.H2343,20230108,1
1.1.H2359,20230109,1
1.1.H2359,20230110,1
1.1.H2359,20230111,1
1.1.H2359,20230112,1
1.1.H2360,20230113,1
1.1.H2340,20230114,1
1.1.H2343,20230115,1
1.1.H2359,20230116,1
1.1.H2359,20230117,1
1.1.H2359,20230118,1
1.1.H2359,20230119,1
1.1.H2360,20230120,1
1.1.H2340,20230121,1
1.1.H2343,20230122,1
1.1.H2359,20230123,1
1.1.H2359,20230124,1
1.1.H2359,20230125,1
1.1.H2359,20230126,1
1.1.H2360,20230127,1
1.1.H2340,20230128,1
1.1.H2343,20230129,1
1.1.H2359,20230130,1
1.1.H2359,20230131,1
1.1.H2359,20230201,1
1.1.H2359,20230202,1
1.1.H2360,20230203,1
1.1.H2340,20230204,1
1.1.H2343,20230205,1
1.1.H2359,20230206,1
1.1.H2359,20230207,1
1.1.H2359,20230208,1
1.1.H2359,20230209,1
1.1.H2360,20230210,1
1.1.H2340,20230211,1
1.1.H2343,20230212,1
1.1.H2359,20230213,1
1.1.H2359,20230214,1
1.1.H2359,20230215,1
1.1.H2359,20230216,1
1.1.H2360,20230217,1
1.1.H2340,20230218,1
1.1.H2343,20230219,1
1.1.H2359,20230220,1
1.1.H2359,20230221,1
1.1.H2359,20230222,1
1.1.H2359,20230223,1
1.1.H2360,20230224,1
1.1.H2340,20230225,1
1.1.H2343,20230226,1
1.1.H2359,20230227,1
1.1.H2359,20230228,1
1.1.H2359,20230301,1
1.1.H2359,20230302,1
1.1.H2360,20230303,1
1.1.H2340,20230304,1
1.1.H2343,20230305,1
1.1.H2359,20230306,1
1.1.H2359,20230307,1
1.1.H2359,20230308,1
1.1.H2359,20230309,1
1.1.H2360,20230310,1
1.1.H2340,20230311,1
1.1.H2343,20230312,1
1.1.H2359,20230313,1
1.1.H2359,20230314,1
1.1.H2359,20230315,1
1.1.H2359,20230316,1
1.1.H2360,20230317,1
1.1.H2340,20230318,1
1.1.H2343,20230319,1
1.1.H2359,20230320,1
1.1.H2359,20230321,1
1.1.H2359,20230322,1
1.1.H2359,20230323,1
1.1.H2360,20230324,1
1.1.H2340,20230325,1
1.1.H2343,20230326,1
1.1.H2359,20230327,1
1.1.H2359,20230328,1
1.1.H2359,20230329,1
1.1.H2359,20230330,1
1.1.H2360,20230331,1
1.1.H2340,20230401,1
1.1.H2343,20230402,1
1.1.H2359,20230403,1
1.1.H2359,20230404,1
1.1.H2359,20230405,1
1.1.H2359,20230406,1
1.1.H2343,20230407,1
1.1.H2340,20230408,1
1.1.H2343,20230409,1
1.1.H2343,20230410,1
1.1.H2359,20230411,1
1.1.H2359,20230412,1
1.1.H2359,20230413,1
1.1.H2360,20230414,1
1.1.H2340,20230415,1
1.1.H2343,20230416,1
1.1.H2359,20230417,1
1.1.H2359,20230418,1
1.1.H2359,20230419,1
1.1.H2359,20230420,1
1.1.H2360,20230421,1
1.1.H2340,20230422,1
1.1.H2343,20230423,1
1.1.H2359,20230424,1
1.1.H2359,20230425,1
1.1.H2359,20230426,1
1.1.H2359,20230427,1
1.1.H2360,20230428,1
1.1.H2340,20230429,1
1.1.H2343,20230430,1
1.1.H2343,20230501,1
1.1.H2359,20230502,1
1.1.H2359,20230503,1
1.1.H2359,20230504,1
1.1.H2360,20230505,1
1.1.H2340,20230506,1
1.1.H2343,20230507,1
1.1.H2359,20230508,1
1.1.H2359,20230509,1
1.1.H2359,20230510,1
1.1.H2359,20230511,1
1.1.H2360,20230512,1
1.1.H2340,20230513,1
1.1.H2343,20230514,1
1.1.H2359,20230515,1
1.1.H2359,20230516,1
1.1.H2359,20230517,1
1.1.H2359,20230518,1
1.1.H2360,20230519,1
1.1.H2340,20230520,1
1.1.H2343,20230521,1
1.1.H2359,20230522,1
1.1.H2359,20230523,1
1.1.H2359,20230524,1
1.1.H2359,20230525,1
1.1.H2360,20230526,1
1.1.H2340,20230527,1
1.1.H2343,20230528,1
1.1.H2359,20230529,1
1.1.H2359,20230530,1
1.1.H2359,20230531,1
1.1.H2359,20230601,1
1.1.H2360,20230602,1
1.1.H2340,20230603,1
1.1.H2343,20230604,1
1.1.H2343,20230605,1
1.1.H2359,20230606,1
1.1.H2359,20230607,1
1.1.H2359,20230608,1
1.1.H2360,20230609,1
1.1.H2340,20230610,1
1.2.H2077,20221014,1
1.2.H2137,20221015,1
1.2.H2094,20221016,1
1.2.H2076,20221017,1
1.2.H2076,20221018,1
1.2.H2076,20221019,1
1.2.H2076,20221020,1
1.2.H2077,20221021,1
1.2.H2137,20221022,1
1.2.H2094,20221023,1
1.2.H2076,20221024,1
1.2.H2076,20221025,1
1.2.H2076,20221026,1
1.2.H2076,20221027,1
1.2.H2077,20221028,1
1.2.H2137,20221029,1
1.2.H2094,20221030,1
1.2.H2076,20221031,1
1.2.H2094,20221101,1
1.2.H2076,20221102,1
1.2.H2076,20221103,1
1.2.H2077,20221104,1
1.2.H2137,20221105,1
1.2.H2094,20221106,1
1.2.H2076,20221107,1
1.2.H2076,20221108,1
1.2.H2076,20221109,1
1.2.H2076,20221110,1
1.2.H2077,20221111,1
1.2.H2137,20221112,1
1.2.H2094,20221113,1
1.2.H2076,20221114,1
1.2.H2076,20221115,1
1.2.H2076,20221116,1
1.2.H2076,20221117,1
1.2.H2077,20221118,1
1.2.H2137,20221119,1
1.2.H2094,20221120,1
1.2.H2076,20221121,1
1.2.H2076,20221122,1
1.2.H2076,20221123,1
1.2.H2076,20221124,1
1.2.H2077,20221125,1
1.2.H2137,20221126,1
1.2.H2094,20221127,1
1.2.H2076,20221128,1
1.2.H2076,20221129,1
1.2.H2076,20221130,1
1.2.H2076,20221201,1
1.2.H2077,20221202,1
1.2.H2137,20221203,1
1.2.H2094,20221204,1
1.2.H2076,20221205,1
1.2.H2094,20221206,1
1.2.H2076,20221207,1
1.2.H2094,20221208,1
1.2.H2077,20221209,1
1.2.H2137,20221210,1
1.2.H2094,20221211,1
1.2.H2076,20221212,1
1.2.H2076,20221213,1
1.2.H2076,20221214,1
1.2.H2076,20221215,1
1.2.H2077,20221216,1
1.2.H2137,20221217,1
1.2.H2094,20221218,1
1.2.H2076,20221219,1
1.2.H2076,20221220,1
1.2.H2076,20221221,1
1.2.H2076,20221222,1
1.2.H2077,20221223,1
1.2.H2137,20221224,1
1.2.H2094,20221225,1
1.2.H2094,20221226,1
1.2.H2076,20221227,1
1.2.H2076,20221228,1
1.2.H2076,20221229,1
1.2.H2077,20221230,1
1.2.H2137,20221231,1
1.2.H2094,20230101,1
1.2.H2076,20230102,1
1.2.H2076,20230103,1
1.2.H2076,20230104,1
1.2.H2076,20230105,1
1.2.H2094,20230106,1
1.2.H2137,20230107,1
1.2.H2094,20230108,1
1.2.H2076,20230109,1
1.2.H2076,20230110,1
1.2.H2076,20230111,1
1.2.H2076,20230112,1
1.2.H2077,20230113,1
1.2.H2137,20230114,1
1.2.H2094,20230115,1
1.2.H2076,20230116,1
1.2.H2076,20230117,1
1.2.H2076,20230118,1
1.2.H2076,20230119,1
1.2.H2077,20230120,1
1.2.H2137,20230121,1
1.2.H2094,20230122,1
1.2.H2076,20230123,1
1.2.H2076,20230124,1
1.2.H2076,20230125,1
1.2.H2076,20230126,1
1.2.H2077,20230127,1
1.2.H2137,20230128,1
1.2.H2094,20230129,1
1.2.H2076,20230130,1
1.2.H2076,20230131,1
1.2.H2076,20230201,1
1.2.H2076,20230202,1
1.2.H2077,20230203,1
1.2.H2137,20230204,1
1.2.H2094,20230205,1
1.2.H2076,20230206,1
1.2.H2076,20230207,1
1.2.H2076,20230208,1
1.2.H2076,20230209,1
1.2.H2077,20230210,1
1.2.H2137,20230211,1
1.2.H2094,20230212,1
1.2.H2076,20230213,1
1.2.H2076,20230214,1
1.2.H2076,20230215,1
1.2.H2076,20230216,1
1.2.H2077,20230217,1
1.2.H2137,20230218,1
1.2.H2094,20230219,1
1.2.H2076,20230220,1
1.2.H2076,20230221,1
1.2.H2076,20230222,1
1.2.H2076,20230223,1
1.2.H2077,20230224,1
1.2.H2137,20230225,1
1.2.H2094,20230226,1
1.2.H2076,20230227,1
1.2.H2076,20230228,1
1.2.H2076,20230301,1
1.2.H2076,20230302,1
1.2.H2077,20230303,1
1.2.H2137,20230304,1
1.2.H2094,20230305,1
1.2.H2076,20230306,1
1.2.H2076,20230307,1
1.2.H2076,20230308,1
1.2.H2076,20230309,1
1.2.H2077,20230310,1
1.2.H2137,20230311,1
1.2.H2094,20230312,1
1.2.H2076,20230313,1
1.2.H2076,20230314,1
1.2.H2076,20230315,1
1.2.H2076,20230316,1
1.2.H2077,20230317,1
1.2.H2137,20230318,1
1.2.H2094,20230319,1
1.2.H2076,20230320,1
1.2.H2076,20230321,1
1.2.H2076,20230322,1
1.2.H2076,20230323,1
1.2.H2077,20230324,1
1.2.H2137,20230325,1
1.2.H2094,20230326,1
1.2.H2076,20230327,1
1.2.H2076,20230328,1
1.2.H2076,20230329,1
1.2.H2076,20230330,1
1.2.H2077,20230331,1
1.2.H2137,20230401,1
1.2.H2094,20230402,1
1.2.H2076,20230403,1
1.2.H2076,20230404,1
1.2.H2076,20230405,1
1.2.H2076,20230406,1
1.2.H2094,20230407,1
1.2.H2137,20230408,1
1.2.H2094,20230409,1
1.2.H2094,20230410,1
1.2.H2076,20230411,1
1.2.H2076,20230412,1
1.2.H2076,20230413,1
1.2.H2077,20230414,1
1.2.H2137,20230415,1
1.2.H2094,20230416,1
1.2.H2076,20230417,1
1.2.H2076,20230418,1
1.2.H2076,20230419,1
1.2.H2076,20230420,1
1.2.H2077,20230421,1
1.2.H2137,20230422,1
1.2.H2094,20230423,1
1.2.H2076,20230424,1
1.2.H2076,20230425,1
1.2.H2076,20230426,1
1.2.H2076,20230427,1
1.2.H2077,20230428,1
1.2.H2137,20230429,1
1.2.H2094,20230430,1
1.2.H2094,20230501,1
1.2.H2076,20230502,1
1.2.H2076,20230503,1
1.2.H2076,20230504,1
1.2.H2077,20230505,1
1.2.H2137,20230506,1
1.2.H2094,20230507,1
1.2.H2076,20230508,1
1.2.H2076,20230509,1
1.2.H2076,20230510,1
1.2.H2076,20230511,1
1.2.H2077,20230512,1
1.2.H2137,20230513,1
1.2.H2094,20230514,1
1.2.H2076,20230515,1
1.2.H2076,20230516,1
1.2.H2076,20230517,1
1.2.H2076,20230518,1
1.2.H2077,20230519,1
1.2.H2137,20230520,1
1.2.H2094,20230521,1
1.2.H2076,20230522,1
1.2.H2076,20230523,1
1.2.H2076,20230524,1
1.2.H2076,20230525,1
1.2.H2077,20230526,1
1.2.H2137,20230527,1
1.2.H2094,20230528,1
1.2.H2076,20230529,1
1.2.H2076,20230530,1
1.2.H2076,20230531,1
1.2.H2076,20230601,1
1.2.H2077,20230602,1
1.2.H2137,20230603,1
1.2.H2094,20230604,1
1.2.H2094,20230605,1
1.2.H2076,20230606,1
1.2.H2076,20230607,1
1.2.H2076,20230608,1
1.2.H2077,20230609,1
1.2.H2137,20230610,1
1.3.H2389,20221014,1
1.3.H2341,20221015,1
1.3.H2344,20221016,1
1.3.H2335,20221017,1
1.3.H2335,20221018,1
1.3.H2335,20221019,1
1.3.H2335,20221020,1
1.3.H2389,20221021,1
1.3.H2341,20221022,1
1.3.H2344,20221023,1
1.3.H2335,20221024,1
1.3.H2335,20221025,1
1.3.H2335,20221026,1
1.3.H2335,20221027,1
1.3.H2389,20221028,1
1.3.H2341,20221029,1
1.3.H2344,20221030,1
1.3.H2335,20221031,1
1.3.H2344,20221101,1
1.3.H2335,20221102,1
1.3.H2335,20221103,1
1.3.H2389,20221104,1
1.3.H2341,20221105,1
1.3.H2344,20221106,1
1.3.H2335,20221107,1
1.3.H2335,20221108,1
1.3.H2335,20221109,1
1.3.H2335,20221110,1
1.3.H2389,20221111,1
1.3.H2341,20221112,1
1.3.H2344,20221113,1
1.3.H2335,20221114,1
1.3.H2335,20221115,1
1.3.H2335,20221116,1
1.3.H2335,20221117,1
1.3.H2389,20221118,1
1.3.H2341,20221119,1
1.3.H2344,20221120,1
1.3.H2335,20221121,1
1.3.H2335,20221122,1
1.3.H2335,20221123,1
1.3.H2335,20221124,1
1.3.H2389,20221125,1
1.3.H2341,20221126,1
1.3.H2344,20221127,1
1.3.H2335,20221128,1
1.3.H2335,20221129,1
1.3.H2335,20221130,1
1.3.H2335,20221201,1
1.3.H2389,20221202,1
1.3.H2341,20221203,1
1.3.H2344,20221204,1
1.3.H2335,20221205,1
1.3.H2344,20221206,1
1.3.H2335,20221207,1
1.3.H2344,20221208,1
1.3.H2389,20221209,1
1.3.H2341,20221210,1
1.3.H2344,20221211,1
1.3.H2335,20221212,1
1.3.H2335,20221213,1
1.3.H2335,20221214,1
1.3.H2335,20221215,1
1.3.H2389,20221216,1
1.3.H2341,20221217,1
1.3.H2344,20221218,1
1.3.H2335,20221219,1
1.3.H2335,20221220,1
1.3.H2335,20221221,1
1.3.H2335,20221222,1
1.3.H2389,20221223,1
1.3.H2341,20221224,1
1.3.H2344,20221225,1
1.3.H2344,20221226,1
1.3.H2335,20221227,1
1.3.H2335,20221228,1
1.3.H2335,20221229,1
1.3.H2389,20221230,1
1.3.H2341,20221231,1
1.3.H2344,20230101,1
1.3.H2335,20230102,1
1.3.H2335,20230103,1
1.3.H2335,20230104,1
1.3.H2335,20230105,1
1.3.H2344,20230106,1
1.3.H2341,20230107,1
1.3.H2344,20230108,1
1.3.H2335,20230109,1
1.3.H2335,20230110,1
1.3.H2335,20230111,1
1.3.H2335,20230112,1
1.3.H2389,20230113,1
1.3.H2341,20230114,1
1.3.H2344,20230115,1
1.3.H2335,20230116,1
1.3.H2335,20230117,1
1.3.H2335,20230118,1
1.3.H2335,20230119,1
1.3.H2389,20230120,1
1.3.H2341,20230121,1
1.3.H2344,20230122,1
1.3.H2335,20230123,1
1.3.H2335,20230124,1
1.3.H2335,20230125,1
1.3.H2335,20230126,1
1.3.H2389,20230127,1
1.3.H2341,20230128,1
1.3.H2344,20230129,1
1.3.H2335,20230130,1
1.3.H2335,20230131,1
1.3.H2335,20230201,1
1.3.H2335,20230202,1
1.3.H2389,20230203,1
1.3.H2341,20230204,1
1.3.H2344,20230205,1
1.3.H2335,20230206,1
1.3.H2335,20230207,1
1.3.H2335,20230208,1
1.3.H2335,20230209,1
1.3.H2389,20230210,1
1.3.H2341,20230211,1
1.3.H2344,20230212,1
1.3.H2335,20230213,1
1.3.H2335,20230214,1
1.3.H2335,20230215,1
1.3.H2335,20230216,1
1.3.H2389,20230217,1
1.3.H2341,20230218,1
1.3.H2344,20230219,1
1.3.H2335,20230220,1
1.3.H2335,20230221,1
1.3.H2335,20230222,1
1.3.H2335,20230223,1
1.3.H2389,20230224,1
1.3.H2341,20230225,1
1.3.H2344,20230226,1
1.3.H2335,20230227,1
1.3.H2335,20230228,1
1.3.H2335,20230301,1
1.3.H2335,20230302,1
1.3.H2389,20230303,1
1.3.H2341,20230304,1
1.3.H2344,20230305,1
1.3.H2335,20230306,1
1.3.H2335,20230307,1
1.3.H2335,20230308,1
1.3.H2335,20230309,1
1.3.H2389,20230310,1
1.3.H2341,20230311,1
1.3.H2344,20230312,1
1.3.H2335,20230313,1
1.3.H2335,20230314,1
1.3.H2335,20230315,1
1.3.H2335,20230316,1
1.3.H2389,20230317,1
1.3.H2341,20230318,1
1.3.H2344,20230319,1
1.3.H2335,20230320,1
1.3.H2335,20230321,1
1.3.H2335,20230322,1
1.3.H2335,20230323,1
1.3.H2389,20230324,1
1.3.H2341,20230325,1
1.3.H2344,20230326,1
1.3.H2335,20230327,1
1.3.H2335,20230328,1
1.3.H2335,20230329,1
1.3.H2335,20230330,1
1.3.H2389,20230331,1
1.3.H2341,20230401,1
1.3.H2344,20230402,1
1.3.H2335,20230403,1
1.3.H2335,20230404,1
1.3.H2335,20230405,1
1.3.H2335,20230406,1
1.3.H2344,20230407,1
1.3.H2341,20230408,1
1.3.H2344,20230409,1
1.3.H2344,20230410,1
1.3.H2335,20230411,1
1.3.H2335,20230412,1
1.3.H2335,20230413,1
1.3.H2389,20230414,1
1.3.H2341,20230415,1
1.3.H2344,20230416,1
1.3.H2335,20230417,1
1.3.H2335,20230418,1
1.3.H2335,20230419,1
1.3.H2335,20230420,1
1.3.H2389,20230421,1
1.3.H2341,20230422,1
1.3.H2344,20230423,1
1.3.H2335,20230424,1
1.3.H2335,20230425,1
1.3.H2335,20230426,1
1.3.H2335,20230427,1
1.3.H2389,20230428,1
1.3.H2341,20230429,1
1.3.H2344,20230430,1
1.3.H2344,20230501,1
1.3.H2335,20230502,1
1.3.H2335,20230503,1
1.3.H2335,20230504,1
1.3.H2389,20230505,1
1.3.H2341,20230506,1
1.3.H2344,20230507,1
1.3.H2335,20230508,1
1.3.H2335,20230509,1
1.3.H2335,20230510,1
1.3.H2335,20230511,1
1.3.H2389,20230512,1
1.3.H2341,20230513,1
1.3.H2344,20230514,1
1.3.H2335,20230515,1
1.3.H2335,20230516,1
1.3.H2335,20230517,1
1.3.H2335,20230518,1
1.3.H2389,20230519,1
1.3.H2341,20230520,1
1.3.H2344,20230521,1
1.3.H2335,20230522,1
1.3.H2335,20230523,1
1.3.H2335,20230524,1
1.3.H2335,20230525,1
1.3.H2389,20230526,1
1.3.H2341,20230527,1
1.3.H2344,20230528,1
1.3.H2335,20230529,1
1.3.H2335,20230530,1
1.3.H2335,20230531,1
1.3.H2335,20230601,1
1.3.H2389,20230602,1
1.3.H2341,20230603,1
1.3.H2344,20230604,1
1.3.H2344,20230605,1
1.3.H2335,20230606,1
1.3.H2335,20230607,1
1.3.H2335,20230608,1
1.3.H2389,20230609,1
1.3.H2341,20230610,1
1.4.H2079,20221014,1
1.4.H2083,20221015,1
1.4.H2096,20221016,1
1.4.H2078,20221017,1
1.4.H2078,20221018,1
1.4.H2078,20221019,1
1.4.H2078,20221020,1
1.4.H2079,20221021,1
1.4.H2083,20221022,1
1.4.H2096,20221023,1
1.4.H2078,20221024,1
1.4.H2078,20221025,1
1.4.H2078,20221026,1
1.4.H2078,20221027,1
1.4.H2079,20221028,1
1.4.H2203,20221029,1
1.4.H2096,20221030,1
1.4.H2078,20221031,1
1.4.H2096,20221101,1
1.4.H2078,20221102,1
1.4.H2078,20221103,1
1.4.H2079,20221104,1
1.4.H2203,20221105,1
1.4.H2096,20221106,1
1.4.H2078,20221107,1
1.4.H2078,20221108,1
1.4.H2078,20221109,1
1.4.H2078,20221110,1
1.4.H2079,20221111,1
1.4.H2203,20221112,1
1.4.H2096,20221113,1
1.4.H2078,20221114,1
1.4.H2078,20221115,1
1.4.H2078,20221116,1
1.4.H2078,20221117,1
1.4.H2079,20221118,1
1.4.H2203,20221119,1
1.4.H2096,20221120,1
1.4.H2078,20221121,1
1.4.H2078,20221122,1
1.4.H2078,20221123,1
1.4.H2078,20221124,1
1.4.H2079,20221125,1
1.4.H2203,20221126,1
1.4.H2096,20221127,1
1.4.H2078,20221128,1
1.4.H2078,20221129,1
1.4.H2078,20221130,1
1.4.H2078,20221201,1
1.4.H2079,20221202,1
1.4.H2203,20221203,1
1.4.H2096,20221204,1
1.4.H2078,20221205,1
1.4.H2096,20221206,1
1.4.H2078,20221207,1
1.4.H2096,20221208,1
1.4.H2079,20221209,1
1.4.H2203,20221210,1
1.4.H2096,20221211,1
1.4.H2078,20221212,1
1.4.H2078,20221213,1
1.4.H2078,20221214,1
1.4.H2078,20221215,1
1.4.H2079,20221216,1
1.4.H2203,20221217,1
1.4.H2096,20221218,1
1.4.H2078,20221219,1
1.4.H2078,20221220,1
1.4.H2078,20221221,1
1.4.H2078,20221222,1
1.4.H2079,20221223,1
1.4.H2203,20221224,1
1.4.H2096,20221225,1
1.4.H2096,20221226,1
1.4.H2078,20221227,1
1.4.H2078,20221228,1
1.4.H2078,20221229,1
1.4.H2079,20221230,1
1.4.H2203,20221231,1
1.4.H2096,20230101,1
1.4.H2078,20230102,1
1.4.H2078,20230103,1
1.4.H2078,20230104,1
1.4.H2078,20230105,1
1.4.H2096,20230106,1
1.4.H2203,20230107,1
1.4.H2096,20230108,1
1.4.H2078,20230109,1
1.4.H2078,20230110,1
1.4.H2078,20230111,1
1.4.H2078,20230112,1
1.4.H2079,20230113,1
1.4.H2203,20230114,1
1.4.H2096,20230115,1
1.4.H2078,20230116,1
1.4.H2078,20230117,1
1.4.H2078,20230118,1
1.4.H2078,20230119,1
1.4.H2079,20230120,1
1.4.H2203,20230121,1
1.4.H2096,20230122,1
1.4.H2078,20230123,1
1.4.H2078,20230124,1
1.4.H2078,20230125,1
1.4.H2078,20230126,1
1.4.H2079,20230127,1
1.4.H2203,20230128,1
1.4.H2096,20230129,1
1.4.H2078,20230130,1
1.4.H2078,20230131,1
1.4.H2078,20230201,1
1.4.H2078,20230202,1
1.4.H2079,20230203,1
1.4.H2203,20230204,1
1.4.H2096,20230205,1
1.4.H2078,20230206,1
1.4.H2078,20230207,1
1.4.H2078,20230208,1
1.4.H2078,20230209,1
1.4.H2079,20230210,1
1.4.H2203,20230211,1
1.4.H2096,20230212,1
1.4.H2078,20230213,1
1.4.H2078,20230214,1
1.4.H2078,20230215,1
1.4.H2078,20230216,1
1.4.H2079,20230217,1
1.4.H2203,20230218,1
1.4.H2096,20230219,1
1.4.H2078,20230220,1
1.4.H2078,20230221,1
1.4.H2078,20230222,1
1.4.H2078,20230223,1
1.4.H2079,20230224,1
1.4.H2203,20230225,1
1.4.H2096,20230226,1
1.4.H2078,20230227,1
1.4.H2078,20230228,1
1.4.H2078,20230301,1
1.4.H2078,20230302,1
1.4.H2079,20230303,1
1.4.H2203,20230304,1
1.4.H2096,20230305,1
1.4.H2078,20230306,1
1.4.H2078,20230307,1
1.4.H2078,20230308,1
1.4.H2078,20230309,1
1.4.H2079,20230310,1
1.4.H2203,20230311,1
1.4.H2096,20230312,1
1.4.H2078,20230313,1
1.4.H2078,20230314,1
1.4.H2078,20230315,1
1.4.H2078,20230316,1
1.4.H2079,20230317,1
1.4.H2203,20230318,1
1.4.H2096,20230319,1
1.4.H2078,20230320,1
1.4.H2078,20230321,1
1.4.H2078,20230322,1
1.4.H2078,20230323,1
1.4.H2079,20230324,1
1.4.H2203,20230325,1
1.4.H2096,20230326,1
1.4.H2078,20230327,1
1.4.H2078,20230328,1
1.4.H2078,20230329,1
1.4.H2078,20230330,1
1.4.H2079,20230331,1
1.4.H2203,20230401,1
1.4.H2096,20230402,1
1.4.H2078,20230403,1
1.4.H2078,20230404,1
1.4.H2078,20230405,1
1.4.H2078,20230406,1
1.4.H2096,20230407,1
1.4.H2203,20230408,1
1.4.H2096,20230409,1
1.4.H2096,20230410,1
1.4.H2078,20230411,1
1.4.H2078,20230412,1
1.4.H2078,20230413,1
1.4.H2079,20230414,1
1.4.H2203,20230415,1
1.4.H2096,20230416,1
1.4.H2078,20230417,1
1.4.H2078,20230418,1
1.4.H2078,20230419,1
1.4.H2078,20230420,1
1.4.H2079,20230421,1
1.4.H2203,20230422,1
1.4.H2096,20230423,1
1.4.H2078,20230424,1
1.4.H2078,20230425,1
1.4.H2078,20230426,1
1.4.H2078,20230427,1
1.4.H2079,20230428,1
1.4.H2203,20230429,1
1.4.H2096,20230430,1
1.4.H2096,20230501,1
1.4.H2078,20230502,1
1.4.H2078,20230503,1
1.4.H2078,20230504,1
1.4.H2079,20230505,1
1.4.H2203,20230506,1
1.4.H2096,20230507,1
1.4.H2078,20230508,1
1.4.H2078,20230509,1
1.4.H2078,20230510,1
1.4.H2078,20230511,1
1.4.H2079,20230512,1
1.4.H2203,20230513,1
1.4.H2096,20230514,1
1.4.H2078,20230515,1
1.4.H2078,20230516,1
1.4.H2078,20230517,1
1.4.H2078,20230518,1
1.4.H2079,20230519,1
1.4.H2203,20230520,1
1.4.H2096,20230521,1
1.4.H2078,20230522,1
1.4.H2078,20230523,1
1.4.H2078,20230524,1
1.4.H2078,20230525,1
1.4.H2079,20230526,1
1.4.H2203,20230527,1
1.4.H2096,20230528,1
1.4.H2078,20230529,1
1.4.H2078,20230530,1
1.4.H2078,20230531,1
1.4.H2078,20230601,1
1.4.H2079,20230602,1
1.4.H2203,20230603,1
1.4.H2096,20230604,1
1.4.H2096,20230605,1
1.4.H2078,20230606,1
1.4.H2078,20230607,1
1.4.H2078,20230608,1
1.4.H2079,20230609,1
1.4.H2203,20230610,1
1.5.H2385,20221014,1
1.5.H2342,20221015,1
1.5.H2345,20221016,1
1.5.H2390,20221017,1
1.5.H2390,20221018,1
1.5.H2390,20221019,1
1.5.H2390,20221020,1
1.5.H2391,20221021,1
1.5.H2342,20221022,1
1.5.H2345,20221023,1
1.5.H2390,20221024,1
1.5.H2390,20221025,1
1.5.H2390,20221026,1
1.5.H2390,20221027,1
1.5.H2391,20221028,1
1.5.H2342,20221029,1
1.5.H2345,20221030,1
1.5.H2390,20221031,1
1.5.H2345,20221101,1
1.5.H2390,20221102,1
1.5.H2390,20221103,1
1.5.H2391,20221104,1
1.5.H2342,20221105,1
1.5.H2345,20221106,1
1.5.H2390,20221107,1
1.5.H2390,20221108,1
1.5.H2390,20221109,1
1.5.H2390,20221110,1
1.5.H2391,20221111,1
1.5.H2342,20221112,1
1.5.H2345,20221113,1
1.5.H2390,20221114,1
1.5.H2390,20221115,1
1.5.H2390,20221116,1
1.5.H2390,20221117,1
1.5.H2391,20221118,1
1.5.H2342,20221119,1
1.5.H2345,20221120,1
1.5.H2390,20221121,1
